ActivityStartDate,MonitoringLocationName,CharacteristicName,ResultMeasureValue,
8/2/2015,Clark Fork River above Flathead,Ammonia,0.0102,10.2
6/20/2012,Clark Fork River above Little Blackfoot,Ammonia,0.01024,10.24
9/9/2009,Clark Fork River above Little Blackfoot,Ammonia,0.01028,10.28
7/7/2010,Clark Fork River above Missoula,Ammonia,0.0103,10.3
9/15/2010,Clark Fork River above Little Blackfoot,Ammonia,0.0103,10.3
7/21/2010,Clark Fork River at Deer Lodge,Ammonia,0.0103,10.3
7/22/2010,Clark Fork River above Flathead,Ammonia,0.0103,10.3
7/12/2012,Clark Fork River at Huson,Ammonia,0.01036,10.36
9/18/2013,Clark Fork River at Bonita,Ammonia,0.0104,10.4
8/11/2016,Clark Fork River above Flathead,Ammonia,0.0104,10.4
8/1/2014,Clark Fork River at Huson,Ammonia,0.0104,10.4
8/27/2009,Clark Fork River above Flathead,Ammonia,0.01041,10.41
7/11/2013,Clark Fork River at Huson,Ammonia,0.01046,10.46
7/29/2009,Clark Fork River at Deer Lodge,Ammonia,0.01049,10.49
7/1/2015,Clark Fork River above Missoula,Ammonia,0.0105,10.5
9/4/2014,Clark Fork River below Missoula,Ammonia,0.0105,10.5
9/15/2010,Clark Fork River at Deer Lodge,Ammonia,0.0105,10.5
8/8/2017,Clark Fork River at Bonita,Ammonia,0.0105,10.5
9/18/2013,Clark Fork River above Little Blackfoot,Ammonia,0.01054,10.54
8/19/2010,Clark Fork River below Missoula,Ammonia,0.0106,10.6
8/18/2010,Clark Fork River above Missoula,Ammonia,0.0106,10.6
7/30/2009,Clark Fork River at Huson,Ammonia,0.0107,10.7
9/18/2013,Clark Fork River above Missoula,Ammonia,0.01076,10.76
9/17/2014,Clark Fork River above Missoula,Ammonia,0.0108,10.8
7/10/2013,Clark Fork River at Deer Lodge,Ammonia,0.0108,10.8
8/5/2010,Clark Fork River at Huson,Ammonia,0.0108,10.8
7/29/2016,Clark Fork River at Huson,Ammonia,0.0108,10.8
7/12/2012,Clark Fork River above Flathead,Ammonia,0.0109,10.9
9/10/2015,Clark Fork River below Missoula,Ammonia,0.011,11
7/7/2010,Clark Fork River at Bonita,Ammonia,0.011,11
7/24/2018,Clark Fork River above Missoula,Ammonia,0.011,11
6/21/2012,Clark Fork River at Huson,Ammonia,0.01103,11.03
9/3/2009,Clark Fork River at Huson,Ammonia,0.01106,11.06
8/5/2015,Clark Fork River at Bonita,Ammonia,0.0111,11.1
7/25/2018,Clark Fork River above Flathead,Ammonia,0.0111,11.1
7/20/2011,Clark Fork River at Deer Lodge,Ammonia,0.0112,11.2
9/19/2013,Clark Fork River above Flathead,Ammonia,0.01123,11.23
6/30/2011,Clark Fork River above Flathead,Ammonia,0.0113,11.3
7/26/2012,Clark Fork River at Huson,Ammonia,0.01132,11.32
7/18/2012,Clark Fork River at Deer Lodge,Ammonia,0.01137,11.37
7/29/2009,Clark Fork River at Deer Lodge,Ammonia,0.01138,11.38
9/10/2009,Clark Fork River below Missoula,Ammonia,0.01139,11.39
9/5/2017,Clark Fork River at Bonita,Ammonia,0.0114,11.4
8/21/2013,Clark Fork River above Missoula,Ammonia,0.0114,11.4
8/10/2011,Clark Fork River above Missoula,Ammonia,0.0114,11.4
8/21/2014,Clark Fork River at Huson,Ammonia,0.0114,11.4
9/18/2013,Clark Fork River at Deer Lodge,Ammonia,0.01146,11.46
9/16/2009,Clark Fork River above Missoula,Ammonia,0.01149,11.49
8/17/2011,Clark Fork River at Deer Lodge,Ammonia,0.0115,11.5
8/19/2010,Clark Fork River at Huson,Ammonia,0.0115,11.5
7/10/2018,Clark Fork River above Little Blackfoot,Ammonia,0.0115,11.5
8/22/2013,Clark Fork River below Missoula,Ammonia,0.01157,11.57
8/24/2016,Clark Fork River at Deer Lodge,Ammonia,0.0116,11.6
7/1/2015,Clark Fork River above Little Blackfoot,Ammonia,0.0116,11.6
7/20/2011,Clark Fork River at Bonita,Ammonia,0.0116,11.6
7/13/2011,Clark Fork River at Deer Lodge,Ammonia,0.0116,11.6
7/18/2012,Clark Fork River at Deer Lodge,Ammonia,0.01165,11.65
8/11/2010,Clark Fork River above Missoula,Ammonia,0.0117,11.7
7/24/2017,Clark Fork River above Missoula,Ammonia,0.0117,11.7
9/3/2009,Clark Fork River at Huson,Ammonia,0.01177,11.77
9/18/2014,Clark Fork River above Flathead,Ammonia,0.0118,11.8
8/26/2009,Clark Fork River at Bonita,Ammonia,0.01185,11.85
9/19/2013,Clark Fork River below Missoula,Ammonia,0.01187,11.87
8/25/2016,Clark Fork River below Missoula,Ammonia,0.012,12
7/20/2016,Clark Fork River at Deer Lodge,Ammonia,0.012,12
7/15/2015,Clark Fork River at Deer Lodge,Ammonia,0.012,12
8/6/2015,Clark Fork River below Missoula,Ammonia,0.0121,12.1
8/20/2015,Clark Fork River below Missoula,Ammonia,0.0121,12.1
7/27/2017,Clark Fork River at Huson,Ammonia,0.0121,12.1
8/20/2014,Clark Fork River above Little Blackfoot,Ammonia,0.0121,12.1
9/17/2014,Clark Fork River at Deer Lodge,Ammonia,0.0121,12.1
8/9/2012,Clark Fork River at Huson,Ammonia,0.01217,12.17
9/4/2013,Clark Fork River at Bonita,Ammonia,0.01219,12.19
7/27/2017,Clark Fork River at Huson,Ammonia,0.0122,12.2
7/24/2017,Clark Fork River at Deer Lodge,Ammonia,0.0122,12.2
9/16/2009,Clark Fork River above Missoula,Ammonia,0.01223,12.23
7/12/2012,Clark Fork River below Missoula,Ammonia,0.01224,12.24
7/12/2017,Clark Fork River below Missoula,Ammonia,0.0123,12.3
6/29/2011,Clark Fork River at Bonita,Ammonia,0.0123,12.3
9/18/2014,Clark Fork River at Huson,Ammonia,0.0123,12.3
7/24/2017,Clark Fork River above Little Blackfoot,Ammonia,0.0123,12.3
7/14/2011,Clark Fork River above Flathead,Ammonia,0.0123,12.3
7/10/2018,Clark Fork River at Deer Lodge,Ammonia,0.0124,12.4
8/6/2014,Clark Fork River above Little Blackfoot,Ammonia,0.0124,12.4
6/29/2011,Clark Fork River above Little Blackfoot,Ammonia,0.0124,12.4
9/21/2016,Clark Fork River at Bonita,Ammonia,0.0124,12.4
8/13/2009,Clark Fork River at Huson,Ammonia,0.01241,12.41
9/2/2009,Clark Fork River above Missoula,Ammonia,0.01242,12.42
9/17/2009,Clark Fork River at Huson,Ammonia,0.01247,12.47
7/25/2012,Clark Fork River above Missoula,Ammonia,0.01249,12.49
7/27/2017,Clark Fork River at Huson,Ammonia,0.0125,12.5
8/8/2012,Clark Fork River above Little Blackfoot,Ammonia,0.01251,12.51
8/26/2009,Clark Fork River above Missoula,Ammonia,0.01254,12.54
8/5/2009,Clark Fork River at Deer Lodge,Ammonia,0.01259,12.59
9/16/2009,Clark Fork River at Deer Lodge,Ammonia,0.0126,12.6
8/1/2017,Clark Fork River above Flathead,Ammonia,0.0127,12.7
8/10/2011,Clark Fork River above Little Blackfoot,Ammonia,0.0127,12.7
8/1/2017,Clark Fork River at Huson,Ammonia,0.0127,12.7
6/24/2009,Clark Fork River at Deer Lodge,Ammonia,0.01275,12.75
8/19/2015,Clark Fork River above Missoula,Ammonia,0.0128,12.8
8/5/2015,Clark Fork River above Little Blackfoot,Ammonia,0.0128,12.8
8/8/2012,Clark Fork River at Bonita,Ammonia,0.01285,12.85
7/11/2013,Clark Fork River below Missoula,Ammonia,0.01288,12.88
7/21/2011,Clark Fork River below Missoula,Ammonia,0.0129,12.9
7/15/2009,Clark Fork River above Missoula,Ammonia,0.01296,12.96
8/7/2013,Clark Fork River at Bonita,Ammonia,0.01297,12.97
8/7/2014,Clark Fork River below Missoula,Ammonia,0.0131,13.1
7/21/2010,Clark Fork River above Little Blackfoot,Ammonia,0.0131,13.1
6/20/2012,Clark Fork River above Missoula,Ammonia,0.01316,13.16
8/26/2009,Clark Fork River above Little Blackfoot,Ammonia,0.01317,13.17
8/8/2017,Clark Fork River at Deer Lodge,Ammonia,0.0132,13.2
7/14/2011,Clark Fork River below Missoula,Ammonia,0.0133,13.3
7/7/2016,Clark Fork River at Huson,Ammonia,0.0133,13.3
7/11/2017,Clark Fork River at Deer Lodge,Ammonia,0.0133,13.3
7/21/2010,Clark Fork River at Deer Lodge,Ammonia,0.0133,13.3
8/8/2012,Clark Fork River above Missoula,Ammonia,0.01338,13.38
7/14/2010,Clark Fork River at Deer Lodge,Ammonia,0.0134,13.4
8/13/2009,Clark Fork River below Missoula,Ammonia,0.01342,13.42
9/6/2018,Clark Fork River below Missoula,Ammonia,0.0135,13.5
9/4/2013,Clark Fork River above Missoula,Ammonia,0.01358,13.58
8/4/2018,Clark Fork River above Missoula,Ammonia,0.0136,13.6
7/19/2012,Clark Fork River at Huson,Ammonia,0.01361,13.61
9/2/2009,Clark Fork River at Deer Lodge,Ammonia,0.01363,13.63
7/10/2013,Clark Fork River at Bonita,Ammonia,0.01373,13.73
9/17/2009,Clark Fork River below Missoula,Ammonia,0.01377,13.77
8/9/2012,Clark Fork River below Missoula,Ammonia,0.01378,13.78
7/13/2011,Clark Fork River at Bonita,Ammonia,0.0138,13.8
9/9/2015,Clark Fork River above Little Blackfoot,Ammonia,0.0139,13.9
8/7/2013,Clark Fork River at Deer Lodge,Ammonia,0.01397,13.97
8/23/2018,Clark Fork River below Missoula,Ammonia,0.014,14
8/10/2016,Clark Fork River at Deer Lodge,Ammonia,0.0141,14.1
8/22/2017,Clark Fork River at Deer Lodge,Ammonia,0.0141,14.1
8/3/2018,Clark Fork River at Huson,Ammonia,0.0141,14.1
8/5/2015,Clark Fork River at Deer Lodge,Ammonia,0.0142,14.2
8/5/2015,Clark Fork River above Little Blackfoot,Ammonia,0.0143,14.3
8/25/2011,Clark Fork River at Huson,Ammonia,0.0143,14.3
9/9/2015,Clark Fork River at Bonita,Ammonia,0.0144,14.4
8/25/2016,Clark Fork River at Huson,Ammonia,0.0144,14.4
6/22/2011,Clark Fork River at Bonita,Ammonia,0.0144,14.4
6/29/2011,Clark Fork River above Little Blackfoot,Ammonia,0.0144,14.4
8/4/2010,Clark Fork River above Little Blackfoot,Ammonia,0.0144,14.4
7/24/2017,Clark Fork River at Bonita,Ammonia,0.0144,14.4
7/12/2017,Clark Fork River below Missoula,Ammonia,0.0145,14.5
8/22/2017,Clark Fork River at Deer Lodge,Ammonia,0.0145,14.5
7/30/2009,Clark Fork River above Flathead,Ammonia,0.01454,14.54
8/7/2013,Clark Fork River above Missoula,Ammonia,0.01458,14.58
8/27/2009,Clark Fork River at Huson,Ammonia,0.01459,14.59
8/22/2017,Clark Fork River above Missoula,Ammonia,0.0146,14.6
7/11/2012,Clark Fork River above Missoula,Ammonia,0.01467,14.67
7/20/2011,Clark Fork River above Missoula,Ammonia,0.0147,14.7
7/25/2013,Clark Fork River below Missoula,Ammonia,0.0147,14.7
7/11/2017,Clark Fork River above Little Blackfoot,Ammonia,0.0147,14.7
9/15/2011,Clark Fork River at Huson,Ammonia,0.0147,14.7
9/4/2018,Clark Fork River above Missoula,Ammonia,0.0147,14.7
8/2/2015,Clark Fork River at Huson,Ammonia,0.0147,14.7
7/8/2010,Clark Fork River at Huson,Ammonia,0.0148,14.8
9/2/2017,Clark Fork River above Flathead,Ammonia,0.0149,14.9
8/10/2011,Clark Fork River at Deer Lodge,Ammonia,0.0149,14.9
8/19/2015,Clark Fork River at Bonita,Ammonia,0.0152,15.2
8/20/2014,Clark Fork River at Deer Lodge,Ammonia,0.0152,15.2
7/13/2011,Clark Fork River above Little Blackfoot,Ammonia,0.0153,15.3
6/29/2011,Clark Fork River at Deer Lodge,Ammonia,0.0153,15.3
9/18/2014,Clark Fork River below Missoula,Ammonia,0.0154,15.4
7/29/2009,Clark Fork River at Bonita,Ammonia,0.01542,15.42
8/8/2013,Clark Fork River below Missoula,Ammonia,0.01554,15.54
8/5/2015,Clark Fork River above Little Blackfoot,Ammonia,0.0157,15.7
9/19/2018,Clark Fork River at Huson,Ammonia,0.0158,15.8
9/3/2016,Clark Fork River at Huson,Ammonia,0.0158,15.8
7/19/2012,Clark Fork River below Missoula,Ammonia,0.01585,15.85
8/19/2015,Clark Fork River above Little Blackfoot,Ammonia,0.0159,15.9
8/10/2016,Clark Fork River above Little Blackfoot,Ammonia,0.0159,15.9
6/24/2010,Clark Fork River below Missoula,Ammonia,0.0159,15.9
9/4/2018,Clark Fork River at Deer Lodge,Ammonia,0.0162,16.2
9/22/2016,Clark Fork River below Missoula,Ammonia,0.0163,16.3
8/23/2017,Clark Fork River below Missoula,Ammonia,0.0163,16.3
6/29/2011,Clark Fork River above Missoula,Ammonia,0.0163,16.3
8/25/2011,Clark Fork River above Flathead,Ammonia,0.0165,16.5
6/24/2009,Clark Fork River above Little Blackfoot,Ammonia,0.01654,16.54
7/1/2015,Clark Fork River above Missoula,Ammonia,0.0166,16.6
8/24/2016,Clark Fork River above Missoula,Ammonia,0.0166,16.6
6/24/2009,Clark Fork River above Missoula,Ammonia,0.01669,16.69
8/6/2014,Clark Fork River above Missoula,Ammonia,0.0167,16.7
9/21/2016,Clark Fork River above Missoula,Ammonia,0.0167,16.7
9/16/2009,Clark Fork River at Bonita,Ammonia,0.01676,16.76
8/23/2017,Clark Fork River at Huson,Ammonia,0.0168,16.8
7/20/2011,Clark Fork River at Deer Lodge,Ammonia,0.0168,16.8
8/22/2018,Clark Fork River above Flathead,Ammonia,0.0168,16.8
8/25/2016,Clark Fork River above Flathead,Ammonia,0.0171,17.1
8/6/2014,Clark Fork River at Deer Lodge,Ammonia,0.0171,17.1
7/20/2011,Clark Fork River above Little Blackfoot,Ammonia,0.0172,17.2
7/24/2013,Clark Fork River above Little Blackfoot,Ammonia,0.01735,17.35
9/8/2016,Clark Fork River below Missoula,Ammonia,0.0174,17.4
7/10/2018,Clark Fork River above Missoula,Ammonia,0.0174,17.4
8/22/2018,Clark Fork River at Huson,Ammonia,0.0175,17.5
8/21/2014,Clark Fork River above Flathead,Ammonia,0.0175,17.5
6/23/2011,Clark Fork River above Flathead,Ammonia,0.0179,17.9
9/20/2011,Clark Fork River above Little Blackfoot,Ammonia,0.0181,18.1
9/2/2017,Clark Fork River at Huson,Ammonia,0.0185,18.5
6/25/2009,Clark Fork River above Flathead,Ammonia,0.01855,18.55
9/4/2013,Clark Fork River at Deer Lodge,Ammonia,0.01863,18.63
7/19/2012,Clark Fork River above Flathead,Ammonia,0.01871,18.71
6/22/2011,Clark Fork River above Little Blackfoot,Ammonia,0.0188,18.8
9/5/2013,Clark Fork River below Missoula,Ammonia,0.0189,18.9
9/22/2016,Clark Fork River at Huson,Ammonia,0.0189,18.9
8/21/2018,Clark Fork River above Little Blackfoot,Ammonia,0.0189,18.9
7/7/2010,Clark Fork River above Little Blackfoot,Ammonia,0.019,19
7/24/2013,Clark Fork River at Bonita,Ammonia,0.01919,19.19
8/25/2011,Clark Fork River at Huson,Ammonia,0.0192,19.2
9/5/2017,Clark Fork River above Little Blackfoot,Ammonia,0.0195,19.5
6/20/2012,Clark Fork River above Missoula,Ammonia,0.01954,19.54
9/18/2018,Clark Fork River at Deer Lodge,Ammonia,0.0197,19.7
8/22/2017,Clark Fork River at Bonita,Ammonia,0.0199,19.9
9/7/2016,Clark Fork River at Deer Lodge,Ammonia,0.0199,19.9
6/23/2010,Clark Fork River at Bonita,Ammonia,0.0202,20.2
8/17/2011,Clark Fork River above Little Blackfoot,Ammonia,0.0204,20.4
8/21/2013,Clark Fork River at Deer Lodge,Ammonia,0.02045,20.45
7/11/2017,Clark Fork River at Bonita,Ammonia,0.0205,20.5
7/10/2013,Clark Fork River above Little Blackfoot,Ammonia,0.02053,20.53
8/21/2013,Clark Fork River at Deer Lodge,Ammonia,0.02053,20.53
9/6/2015,Clark Fork River at Huson,Ammonia,0.0208,20.8
7/24/2013,Clark Fork River above Missoula,Ammonia,0.021,21
7/24/2013,Clark Fork River at Deer Lodge,Ammonia,0.02101,21.01
9/7/2016,Clark Fork River above Missoula,Ammonia,0.0211,21.1
7/24/2013,Clark Fork River at Bonita,Ammonia,0.02131,21.31
8/22/2017,Clark Fork River above Little Blackfoot,Ammonia,0.0214,21.4
9/7/2016,Clark Fork River above Little Blackfoot,Ammonia,0.0216,21.6
8/5/2015,Clark Fork River above Missoula,Ammonia,0.0217,21.7
9/21/2016,Clark Fork River at Deer Lodge,Ammonia,0.0217,21.7
7/25/2013,Clark Fork River at Huson,Ammonia,0.02172,21.72
7/6/2016,Clark Fork River above Little Blackfoot,Ammonia,0.0219,21.9
9/3/2009,Clark Fork River above Flathead,Ammonia,0.02199,21.99
8/21/2018,Clark Fork River above Little Blackfoot,Ammonia,0.022,22
9/20/2017,Clark Fork River above Flathead,Ammonia,0.0221,22.1
9/18/2018,Clark Fork River above Little Blackfoot,Ammonia,0.0223,22.3
9/20/2018,Clark Fork River below Missoula,Ammonia,0.0223,22.3
7/29/2016,Clark Fork River at Huson,Ammonia,0.0225,22.5
8/25/2011,Clark Fork River below Missoula,Ammonia,0.0227,22.7
9/9/2015,Clark Fork River at Deer Lodge,Ammonia,0.0229,22.9
6/22/2011,Clark Fork River at Deer Lodge,Ammonia,0.0229,22.9
8/10/2016,Clark Fork River above Missoula,Ammonia,0.023,23
7/11/2017,Clark Fork River above Missoula,Ammonia,0.0232,23.2
6/23/2010,Clark Fork River above Missoula,Ammonia,0.0238,23.8
6/23/2010,Clark Fork River above Missoula,Ammonia,0.0239,23.9
8/18/2011,Clark Fork River below Missoula,Ammonia,0.0243,24.3
9/19/2018,Clark Fork River at Huson,Ammonia,0.0246,24.6
6/23/2010,Clark Fork River at Deer Lodge,Ammonia,0.0251,25.1
6/23/2011,Clark Fork River below Missoula,Ammonia,0.0252,25.2
6/23/2010,Clark Fork River above Little Blackfoot,Ammonia,0.0254,25.4
9/20/2018,Clark Fork River below Missoula,Ammonia,0.0256,25.6
9/7/2016,Clark Fork River at Bonita,Ammonia,0.0258,25.8
8/6/2014,Clark Fork River at Bonita,Ammonia,0.0261,26.1
6/23/2011,Clark Fork River at Huson,Ammonia,0.0266,26.6
8/11/2011,Clark Fork River below Missoula,Ammonia,0.0267,26.7
9/21/2016,Clark Fork River above Little Blackfoot,Ammonia,0.0267,26.7
6/22/2011,Clark Fork River above Missoula,Ammonia,0.0269,26.9
8/8/2018,Clark Fork River below Missoula,Ammonia,0.027,27
7/10/2018,Clark Fork River above Missoula,Ammonia,0.027,27
9/4/2018,Clark Fork River above Little Blackfoot,Ammonia,0.0275,27.5
9/3/2016,Clark Fork River above Flathead,Ammonia,0.0276,27.6
8/24/2016,Clark Fork River at Deer Lodge,Ammonia,0.0284,28.4
8/24/2011,Clark Fork River at Deer Lodge,Ammonia,0.0289,28.9
8/21/2018,Clark Fork River above Little Blackfoot,Ammonia,0.029,29
7/27/2017,Clark Fork River above Flathead,Ammonia,0.0302,30.2
8/21/2018,Clark Fork River at Deer Lodge,Ammonia,0.0304,30.4
9/18/2018,Clark Fork River above Missoula,Ammonia,0.0304,30.4
8/23/2017,Clark Fork River above Flathead,Ammonia,0.0314,31.4
7/29/2016,Clark Fork River above Flathead,Ammonia,0.0323,32.3
7/10/2018,Clark Fork River above Missoula,Ammonia,0.0326,32.6
9/3/2009,Clark Fork River below Missoula,Ammonia,0.03502,35.02
7/26/2012,Clark Fork River below Missoula,Ammonia,0.03515,35.15
6/29/2011,Clark Fork River at Bonita,Ammonia,0.0352,35.2
7/10/2018,Clark Fork River at Bonita,Ammonia,0.0361,36.1
6/20/2012,Clark Fork River at Deer Lodge,Ammonia,0.03855,38.55
7/16/2018,Clark Fork River below Missoula,Ammonia,0.0414,41.4
9/19/2018,Clark Fork River above Flathead,Ammonia,0.0422,42.2
8/25/2016,Clark Fork River at Huson,Ammonia,0.0437,43.7
6/22/2011,Clark Fork River above Missoula,Ammonia,0.054,54
9/18/2018,Clark Fork River at Bonita,Ammonia,0.0564,56.4
9/9/2010,Clark Fork River below Missoula,Ammonia,0.0571,57.1
9/9/2010,Clark Fork River below Missoula,Ammonia,0.058,58
6/24/2010,Clark Fork River above Flathead,Ammonia,0.0584,58.4
8/10/2016,Clark Fork River at Bonita,Ammonia,0.0738,73.8
7/20/2016,Clark Fork River above Missoula,Ammonia,,
7/21/2016,Clark Fork River below Missoula,Ammonia,,
7/6/2016,Clark Fork River above Missoula,Ammonia,,
7/6/2016,Clark Fork River above Missoula,Ammonia,,
7/6/2016,Clark Fork River above Missoula,Ammonia,,
7/20/2016,Clark Fork River at Bonita,Ammonia,,
9/24/2015,Clark Fork River below Missoula,Ammonia,,
7/16/2015,Clark Fork River below Missoula,Ammonia,,
9/20/2017,Clark Fork River below Missoula,Ammonia,,
9/23/2015,Clark Fork River at Bonita,Ammonia,,
7/17/2021,Clark Fork River above Flathead,Ammonia,,
7/17/2021,Clark Fork River below Missoula,Ammonia,,
7/17/2021,Clark Fork River at Bonita,Ammonia,,
7/17/2021,Clark Fork River at Deer Lodge,Ammonia,,
9/18/2013,Clark Fork River above Missoula,Ammonia,,
9/4/2018,Clark Fork River at Deer Lodge,Ammonia,,
9/20/2011,Clark Fork River above Missoula,Ammonia,,
9/20/2011,Clark Fork River above Missoula,Ammonia,,
7/1/2009,Clark Fork River above Missoula,Ammonia,,
7/20/2016,Clark Fork River above Little Blackfoot,Ammonia,,
8/13/2008,Clark Fork River above Missoula,Ammonia,,
7/27/2011,Clark Fork River above Missoula,Ammonia,,
9/3/2014,Clark Fork River above Missoula,Ammonia,,
7/3/2014,Clark Fork River below Missoula,Ammonia,,
7/2/2014,Clark Fork River above Missoula,Ammonia,,
7/2/2014,Clark Fork River above Missoula,Ammonia,,
7/2/2014,Clark Fork River above Missoula,Ammonia,,
9/4/2013,Clark Fork River above Missoula,Ammonia,,
7/17/2014,Clark Fork River below Missoula,Ammonia,,
9/19/2013,Clark Fork River below Missoula,Ammonia,,
9/15/2011,Clark Fork River below Missoula,Ammonia,,
9/15/2011,Clark Fork River below Missoula,Ammonia,,
9/15/2011,Clark Fork River below Missoula,Ammonia,,
9/22/2016,Clark Fork River above Flathead,Ammonia,,
9/22/2016,Clark Fork River above Flathead,Ammonia,,
9/22/2016,Clark Fork River above Flathead,Ammonia,,
9/23/2015,Clark Fork River above Little Blackfoot,Ammonia,,
9/15/2010,Clark Fork River above Missoula,Ammonia,,
8/31/2013,Clark Fork River at Huson,Ammonia,,
8/17/2011,Clark Fork River above Missoula,Ammonia,,
9/24/2015,Clark Fork River at Huson,Ammonia,,
6/22/2011,Clark Fork River above Missoula,Ammonia,,
8/24/2011,Clark Fork River above Missoula,Ammonia,,
8/13/2008,Clark Fork River at Bonita,Ammonia,,
9/24/2021,Clark Fork River at Deer Lodge,Ammonia,,
9/14/2011,Clark Fork River above Missoula,Ammonia,,
7/24/2013,Clark Fork River at Bonita,Ammonia,,
9/3/2014,Clark Fork River at Bonita,Ammonia,,
7/6/2016,Clark Fork River at Deer Lodge,Ammonia,,
9/10/2008,Clark Fork River above Missoula,Ammonia,,
7/1/2009,Clark Fork River at Bonita,Ammonia,,
7/1/2009,Clark Fork River at Bonita,Ammonia,,
7/14/2010,Clark Fork River above Missoula,Ammonia,,
6/23/2010,Clark Fork River above Missoula,Ammonia,,
7/14/2010,Clark Fork River above Missoula,Ammonia,,
8/30/2014,Clark Fork River above Flathead,Ammonia,,
7/31/2013,Clark Fork River at Huson,Ammonia,,
7/31/2013,Clark Fork River at Huson,Ammonia,,
9/6/2015,Clark Fork River above Flathead,Ammonia,,
9/1/2010,Clark Fork River above Missoula,Ammonia,,
7/2/2014,Clark Fork River at Bonita,Ammonia,,
8/20/2008,Clark Fork River at Bonita,Ammonia,,
7/11/2018,Clark Fork River at Huson,Ammonia,,
7/11/2018,Clark Fork River at Huson,Ammonia,,
8/18/2010,Clark Fork River above Missoula,Ammonia,,
7/16/2014,Clark Fork River at Bonita,Ammonia,,
7/16/2014,Clark Fork River at Bonita,Ammonia,,
7/16/2014,Clark Fork River at Bonita,Ammonia,,
8/27/2008,Clark Fork River at Bonita,Ammonia,,
9/8/2010,Clark Fork River above Missoula,Ammonia,,
9/8/2010,Clark Fork River above Missoula,Ammonia,,
8/23/2019,Clark Fork River above Missoula,Ammonia,,
8/17/2011,Clark Fork River at Bonita,Ammonia,,
